id,n_layer,n_head,wd,layer,head,ood_acc,ood_acc_single_mean,delta_mean_single,delta_uniform_single,csv_ood_acc,sign_score,viol_score,head_type
61ea7zvm,2,2,0.01,2,1,0.867,0.867,0.0,0.0,0.867,0.0,0.0,neither
61ea7zvm,2,2,0.01,2,2,0.867,0.919,0.052000000000000046,0.05300000000000005,0.867,0.9700000286102296,0.03,sign-matching
won4h79j,2,2,0.001,1,1,0.675,0.675,0.0,0.0,0.675,0.0,0.031,neither
won4h79j,2,2,0.001,1,2,0.675,0.675,0.0,0.0,0.675,0.0,0.022,neither
won4h79j,2,2,0.001,2,1,0.675,0.675,0.0,0.0,0.675,0.0,0.0,neither
won4h79j,2,2,0.001,2,2,0.675,0.823,0.1479999999999999,0.17099999999999993,0.675,0.6420000195503235,0.0,neither
3zr6osaf,2,2,0.0,1,1,0.668,0.665,-0.0030000000000000027,-0.0050000000000000044,0.668,0.025000000372529,0.003,neither
3zr6osaf,2,2,0.0,1,2,0.668,0.644,-0.02400000000000002,-0.027000000000000024,0.668,0.0099999997764825,0.0,neither
3zr6osaf,2,2,0.0,2,1,0.668,0.572,-0.09600000000000009,-0.11199999999999999,0.668,0.0020000000949949,0.978,violation-detecting
3zr6osaf,2,2,0.0,2,2,0.668,0.581,-0.08700000000000008,-0.09400000000000008,0.668,0.0,1.0,violation-detecting
ts6m8wj0,2,2,0.01,1,1,0.908,0.908,0.0,0.0,0.908,0.0,0.0,neither
ts6m8wj0,2,2,0.01,1,2,0.908,0.908,0.0,0.0,0.908,0.0,0.0,neither
ts6m8wj0,2,2,0.01,2,1,0.908,0.908,0.0,0.0,0.908,0.0,0.0,neither
ts6m8wj0,2,2,0.01,2,2,0.908,0.955,0.04699999999999993,0.04499999999999993,0.908,0.9959999918937684,0.0,sign-matching
we9o801g,2,2,0.001,1,1,0.707,0.709,0.0020000000000000018,0.0020000000000000018,0.707,0.0149999996647238,0.0,neither
we9o801g,2,2,0.001,1,2,0.707,0.714,0.007000000000000006,0.006000000000000005,0.707,0.0089999996125698,0.0,neither
we9o801g,2,2,0.001,2,1,0.707,0.707,0.0,0.0,0.707,0.0,0.0,neither
we9o801g,2,2,0.001,2,2,0.707,0.812,0.1050000000000001,0.09500000000000008,0.707,0.8769999742507935,0.123,sign-matching
91yzhosm,2,2,0.0,1,1,0.638,0.651,0.013000000000000012,0.015000000000000013,0.638,0.0,0.006,neither
91yzhosm,2,2,0.0,1,2,0.638,0.665,0.027000000000000024,0.03200000000000003,0.638,0.0120000001043081,0.011,neither
91yzhosm,2,2,0.0,2,1,0.638,0.509,-0.129,-0.15200000000000002,0.638,0.0,0.976,violation-detecting
91yzhosm,2,2,0.0,2,2,0.638,0.587,-0.051000000000000045,-0.050000000000000044,0.638,0.0049999998882412,0.712,neither
tf99oreg,2,2,0.01,1,1,0.911,0.913,0.0020000000000000018,0.0020000000000000018,0.911,0.0,0.056,neither
tf99oreg,2,2,0.01,1,2,0.911,0.914,0.0030000000000000027,0.0030000000000000027,0.911,0.0,0.049,neither
tf99oreg,2,2,0.01,2,1,0.911,0.911,0.0,0.0,0.911,0.0,0.0,neither
tf99oreg,2,2,0.01,2,2,0.911,0.974,0.06299999999999994,0.06399999999999995,0.911,0.9940000176429749,0.006,sign-matching
ttjh3vyo,2,2,0.001,1,1,0.741,0.748,0.007000000000000006,0.007000000000000006,0.741,0.0,0.005,neither
ttjh3vyo,2,2,0.001,1,2,0.741,0.748,0.007000000000000006,0.007000000000000006,0.741,0.0,0.004,neither
ttjh3vyo,2,2,0.001,2,1,0.741,0.741,0.0,0.0,0.741,0.0,0.0,neither
ttjh3vyo,2,2,0.001,2,2,0.741,0.908,0.16700000000000004,0.16900000000000004,0.741,1.0,0.0,sign-matching
iuxnmfew,2,2,0.0,1,1,0.701,0.697,-0.0040000000000000036,-0.014999999999999902,0.701,0.0179999992251396,0.007,neither
iuxnmfew,2,2,0.0,1,2,0.701,0.705,0.0040000000000000036,-0.0050000000000000044,0.701,0.0340000018477439,0.0,neither
iuxnmfew,2,2,0.0,2,1,0.701,0.66,-0.040999999999999925,-0.04799999999999993,0.701,0.1129999980330467,0.022,neither
iuxnmfew,2,2,0.0,2,2,0.701,0.676,-0.02499999999999991,-0.03599999999999992,0.701,0.248999997973442,0.079,neither
ubc2kvie,3,2,0.01,1,1,0.813,0.813,0.0,0.0,0.813,0.0,0.0,neither
ubc2kvie,3,2,0.01,1,2,0.813,0.813,0.0,0.0,0.813,0.0,0.0,neither
ubc2kvie,3,2,0.01,2,1,0.813,0.814,0.0010000000000000009,0.0010000000000000009,0.813,0.0160000007599592,0.0,neither
ubc2kvie,3,2,0.01,2,2,0.813,0.813,0.0,0.0,0.813,0.0089999996125698,0.0,neither
ubc2kvie,3,2,0.01,3,1,0.813,0.813,0.0,0.0,0.813,0.0,0.0,neither
ubc2kvie,3,2,0.01,3,2,0.813,0.813,0.0,0.0,0.813,0.0,0.0,neither
e7pup9s2,3,2,0.001,1,1,0.368,0.368,0.0,0.0,0.368,0.0109999999403953,0.0,neither
e7pup9s2,3,2,0.001,1,2,0.368,0.368,0.0,0.0,0.368,0.0109999999403953,0.0,neither
e7pup9s2,3,2,0.001,2,1,0.368,0.368,0.0,0.0,0.368,0.0,0.0,neither
e7pup9s2,3,2,0.001,2,2,0.368,0.368,0.0,0.0,0.368,0.0,0.0,neither
e7pup9s2,3,2,0.001,3,1,0.368,0.368,0.0,0.0,0.368,0.0,0.0,neither
e7pup9s2,3,2,0.001,3,2,0.368,0.368,0.0,0.0,0.368,0.0,0.0,neither
rzgtqqu0,3,2,0.0,1,1,0.616,0.645,0.029000000000000026,0.03300000000000003,0.616,0.0289999991655349,0.0,neither
rzgtqqu0,3,2,0.0,1,2,0.616,0.645,0.029000000000000026,0.026000000000000023,0.616,0.0299999993294477,0.0,neither
rzgtqqu0,3,2,0.0,2,1,0.616,0.617,0.0010000000000000009,0.0010000000000000009,0.616,0.2319999933242797,0.43,neither
rzgtqqu0,3,2,0.0,2,2,0.616,0.614,-0.0020000000000000018,-0.0050000000000000044,0.616,0.1959999948740005,0.453,neither
rzgtqqu0,3,2,0.0,3,1,0.616,0.617,0.0010000000000000009,0.0,0.616,0.0010000000474974,0.093,neither
rzgtqqu0,3,2,0.0,3,2,0.616,0.615,-0.0010000000000000009,0.0,0.616,0.0240000002086162,0.032,neither
u700utjy,3,2,0.01,1,1,0.79,0.79,0.0,0.0,0.79,0.0,0.0,neither
u700utjy,3,2,0.01,1,2,0.79,0.79,0.0,0.0,0.79,0.0,0.0,neither
u700utjy,3,2,0.01,2,1,0.79,0.79,0.0,0.0,0.79,0.0230000000447034,0.0,neither
u700utjy,3,2,0.01,2,2,0.79,0.79,0.0,0.0,0.79,0.0130000002682209,0.0,neither
u700utjy,3,2,0.01,3,1,0.79,0.79,0.0,0.0,0.79,0.0,0.0,neither
u700utjy,3,2,0.01,3,2,0.79,0.79,0.0,0.0,0.79,0.0,0.0,neither
n066ckp6,3,2,0.001,1,1,0.394,0.394,0.0,0.0,0.394,0.0,0.0,neither
n066ckp6,3,2,0.001,1,2,0.394,0.394,0.0,0.0,0.394,0.0,0.0,neither
n066ckp6,3,2,0.001,2,1,0.394,0.393,-0.0010000000000000009,-0.0010000000000000009,0.394,0.0140000004321336,0.0,neither
n066ckp6,3,2,0.001,2,2,0.394,0.394,0.0,0.0,0.394,0.0209999997168779,0.0,neither
n066ckp6,3,2,0.001,3,1,0.394,0.394,0.0,0.0,0.394,0.0,0.0,neither
n066ckp6,3,2,0.001,3,2,0.394,0.394,0.0,0.0,0.394,0.0,0.0,neither
h7j3baia,3,2,0.0,1,1,0.871,0.857,-0.014000000000000012,-0.014000000000000012,0.871,0.0350000001490116,0.0,neither
h7j3baia,3,2,0.0,1,2,0.871,0.861,-0.010000000000000009,-0.006000000000000005,0.871,0.0399999991059303,0.0,neither
h7j3baia,3,2,0.0,2,1,0.871,0.841,-0.030000000000000027,-0.03300000000000003,0.871,0.1389999985694885,0.0,neither
h7j3baia,3,2,0.0,2,2,0.871,0.844,-0.027000000000000024,-0.029000000000000026,0.871,0.0689999982714653,0.0,neither
h7j3baia,3,2,0.0,3,1,0.871,0.654,-0.21699999999999997,-0.21899999999999997,0.871,0.0,0.532,neither
h7j3baia,3,2,0.0,3,2,0.871,0.832,-0.039000000000000035,-0.040000000000000036,0.871,0.003000000026077,0.98,violation-detecting
cdsu8ahy,3,2,0.01,1,1,0.7,0.7,0.0,0.0,0.7,0.0,0.0,neither
cdsu8ahy,3,2,0.01,1,2,0.7,0.7,0.0,0.0,0.7,0.0,0.0,neither
cdsu8ahy,3,2,0.01,2,1,0.7,0.7,0.0,0.0,0.7,0.0189999993890523,0.0,neither
cdsu8ahy,3,2,0.01,2,2,0.7,0.7,0.0,0.0,0.7,0.0170000009238719,0.0,neither
cdsu8ahy,3,2,0.01,3,1,0.7,0.7,0.0,0.0,0.7,0.0,0.0,neither
cdsu8ahy,3,2,0.01,3,2,0.7,0.7,0.0,0.0,0.7,0.0,0.0,neither
7j5se6jn,3,2,0.001,1,1,0.781,0.781,0.0,0.0,0.781,0.0,0.0,neither
7j5se6jn,3,2,0.001,1,2,0.781,0.781,0.0,0.0,0.781,0.0,0.0,neither
7j5se6jn,3,2,0.001,2,1,0.781,0.781,0.0,0.0,0.781,0.0,0.004,neither
7j5se6jn,3,2,0.001,2,2,0.781,0.781,0.0,0.0,0.781,0.0,0.004,neither
7j5se6jn,3,2,0.001,3,1,0.781,0.781,0.0,0.0,0.781,0.0,0.0,neither
7j5se6jn,3,2,0.001,3,2,0.781,0.827,0.04599999999999993,0.04599999999999993,0.781,0.8740000128746033,0.01,sign-matching
0bm0d0zo,3,2,0.0,1,1,0.526,0.529,0.0030000000000000027,-0.0010000000000000009,0.526,0.0240000002086162,0.0,neither
0bm0d0zo,3,2,0.0,1,2,0.526,0.527,0.0010000000000000009,-0.009000000000000008,0.526,0.006000000052154,0.013,neither
0bm0d0zo,3,2,0.0,2,1,0.526,0.515,-0.01100000000000001,-0.013000000000000012,0.526,0.0,0.258,neither
0bm0d0zo,3,2,0.0,2,2,0.526,0.519,-0.007000000000000006,-0.010000000000000009,0.526,0.0,0.252,neither
0bm0d0zo,3,2,0.0,3,1,0.526,0.565,0.038999999999999924,0.04699999999999993,0.526,0.0,0.471,neither
0bm0d0zo,3,2,0.0,3,2,0.526,0.487,-0.039000000000000035,-0.040000000000000036,0.526,0.0,0.004,neither
n9hxu7u9,3,2,0.01,1,1,0.319,0.319,0.0,0.0,0.319,0.0,0.0,neither
n9hxu7u9,3,2,0.01,1,2,0.319,0.319,0.0,0.0,0.319,0.0,0.0,neither
n9hxu7u9,3,2,0.01,2,1,0.319,0.319,0.0,0.0,0.319,0.0,0.0,neither
n9hxu7u9,3,2,0.01,2,2,0.319,0.319,0.0,0.0,0.319,0.0,0.0,neither
n9hxu7u9,3,2,0.01,3,1,0.319,0.319,0.0,0.0,0.319,0.0,0.0,neither
n9hxu7u9,3,2,0.01,3,2,0.319,0.319,0.0,0.0,0.319,0.0,0.0,neither
6pfrsq5e,3,2,0.001,1,1,0.936,0.936,0.0,0.0,0.936,0.0,0.006,neither
6pfrsq5e,3,2,0.001,1,2,0.936,0.936,0.0,0.0,0.936,0.0,0.006,neither
6pfrsq5e,3,2,0.001,2,1,0.936,0.936,0.0,0.0,0.936,0.0,0.0,neither
6pfrsq5e,3,2,0.001,2,2,0.936,0.936,0.0,0.0,0.936,0.0,0.0,neither
6pfrsq5e,3,2,0.001,3,1,0.936,0.852,-0.08400000000000007,-0.08900000000000008,0.936,0.0,1.0,violation-detecting
6pfrsq5e,3,2,0.001,3,2,0.936,0.936,0.0,0.0,0.936,0.0,0.0,neither
jt1fc4pt,3,2,0.0,1,1,0.962,0.962,0.0,0.0,0.962,0.0260000005364418,0.002,neither
jt1fc4pt,3,2,0.0,1,2,0.962,0.963,0.0010000000000000009,0.0010000000000000009,0.962,0.0209999997168779,0.0,neither
jt1fc4pt,3,2,0.0,2,1,0.962,0.95,-0.01200000000000001,-0.01200000000000001,0.962,0.0,0.861,violation-detecting
jt1fc4pt,3,2,0.0,2,2,0.962,0.724,-0.238,-0.25,0.962,0.0,0.9,violation-detecting
jt1fc4pt,3,2,0.0,3,1,0.962,0.907,-0.05499999999999994,-0.05399999999999994,0.962,0.0,0.87,violation-detecting
jt1fc4pt,3,2,0.0,3,2,0.962,0.907,-0.05499999999999994,-0.05399999999999994,0.962,0.0,0.89,violation-detecting
qr3xsty7,3,2,0.01,1,1,0.764,0.764,0.0,0.0,0.764,0.0,0.0,neither
qr3xsty7,3,2,0.01,1,2,0.764,0.764,0.0,0.0,0.764,0.0,0.0,neither
qr3xsty7,3,2,0.01,2,1,0.764,0.764,0.0,0.0,0.764,0.0,0.0,neither
qr3xsty7,3,2,0.01,2,2,0.764,0.764,0.0,0.0,0.764,0.0,0.0,neither
qr3xsty7,3,2,0.01,3,1,0.764,0.764,0.0,0.0,0.764,0.0,0.0,neither
qr3xsty7,3,2,0.01,3,2,0.764,0.764,0.0,0.0,0.764,0.0,0.0,neither
ir50a3zn,3,2,0.001,1,1,0.92,0.92,0.0,0.0,0.92,0.0199999995529651,0.0,neither
ir50a3zn,3,2,0.001,1,2,0.92,0.92,0.0,0.0,0.92,0.0240000002086162,0.0,neither
ir50a3zn,3,2,0.001,2,1,0.92,0.92,0.0,0.0,0.92,0.0,0.0,neither
ir50a3zn,3,2,0.001,2,2,0.92,0.92,0.0,0.0,0.92,0.0,0.0,neither
ir50a3zn,3,2,0.001,3,1,0.92,0.784,-0.136,-0.15100000000000002,0.92,0.0,1.0,violation-detecting
ir50a3zn,3,2,0.001,3,2,0.92,0.92,0.0,0.0,0.92,0.0,0.0,neither
oqtv3b1y,3,2,0.0,1,1,0.618,0.646,0.028000000000000025,0.027000000000000024,0.618,0.0020000000949949,0.006,neither
oqtv3b1y,3,2,0.0,1,2,0.618,0.605,-0.013000000000000012,-0.02200000000000002,0.618,0.0120000001043081,0.016,neither
oqtv3b1y,3,2,0.0,2,1,0.618,0.565,-0.05300000000000005,-0.06399999999999995,0.618,0.0010000000474974,0.553,neither
oqtv3b1y,3,2,0.0,2,2,0.618,0.315,-0.303,-0.305,0.618,0.0,0.374,neither
oqtv3b1y,3,2,0.0,3,1,0.618,0.602,-0.016000000000000014,-0.016000000000000014,0.618,0.1770000010728836,0.48,neither
oqtv3b1y,3,2,0.0,3,2,0.618,0.616,-0.0020000000000000018,-0.0020000000000000018,0.618,0.0359999984502792,0.642,neither
apdm45as,3,2,0.01,1,1,0.233,0.233,0.0,0.0,0.233,0.0,0.0,neither
apdm45as,3,2,0.01,1,2,0.233,0.233,0.0,0.0,0.233,0.0,0.0,neither
apdm45as,3,2,0.01,2,1,0.233,0.233,0.0,0.0,0.233,0.0,0.0,neither
apdm45as,3,2,0.01,2,2,0.233,0.233,0.0,0.0,0.233,0.0,0.0,neither
apdm45as,3,2,0.01,3,1,0.233,0.233,0.0,0.0,0.233,0.0,0.0,neither
apdm45as,3,2,0.01,3,2,0.233,0.233,0.0,0.0,0.233,0.0,0.0,neither
ijgz8nby,3,2,0.001,1,1,0.792,0.791,-0.0010000000000000009,-0.0010000000000000009,0.792,0.0,0.003,neither
ijgz8nby,3,2,0.001,1,2,0.792,0.784,-0.008000000000000007,-0.008000000000000007,0.792,0.0,0.003,neither
ijgz8nby,3,2,0.001,2,1,0.792,0.792,0.0,0.0,0.792,0.0,0.0,neither
ijgz8nby,3,2,0.001,2,2,0.792,0.792,0.0,0.0,0.792,0.0,0.0,neither
ijgz8nby,3,2,0.001,3,1,0.792,0.792,0.0,0.0,0.792,0.0,0.0,neither
ijgz8nby,3,2,0.001,3,2,0.792,0.721,-0.07100000000000006,-0.07700000000000007,0.792,0.0179999992251396,0.514,neither
a9rps1sz,3,2,0.0,1,1,0.969,0.941,-0.028000000000000025,-0.03199999999999992,0.969,0.0,0.023,neither
a9rps1sz,3,2,0.0,1,2,0.969,0.926,-0.04299999999999993,-0.04399999999999993,0.969,0.0,0.024,neither
a9rps1sz,3,2,0.0,2,1,0.969,0.956,-0.013000000000000012,-0.020000000000000018,0.969,0.0170000009238719,0.09,neither
a9rps1sz,3,2,0.0,2,2,0.969,0.954,-0.015000000000000013,-0.02200000000000002,0.969,0.0160000007599592,0.055,neither
a9rps1sz,3,2,0.0,3,1,0.969,0.962,-0.007000000000000006,-0.007000000000000006,0.969,0.0,0.09,neither
a9rps1sz,3,2,0.0,3,2,0.969,0.864,-0.10499999999999998,-0.10699999999999998,0.969,0.0,0.14,neither
mf8m1f20,3,2,0.01,1,1,0.62,0.62,0.0,0.0,0.62,0.0,0.0,neither
mf8m1f20,3,2,0.01,1,2,0.62,0.62,0.0,0.0,0.62,0.0,0.0,neither
mf8m1f20,3,2,0.01,2,1,0.62,0.62,0.0,0.0,0.62,0.0,0.0,neither
mf8m1f20,3,2,0.01,2,2,0.62,0.62,0.0,0.0,0.62,0.0,0.0,neither
mf8m1f20,3,2,0.01,3,1,0.62,0.62,0.0,0.0,0.62,0.0,0.0,neither
mf8m1f20,3,2,0.01,3,2,0.62,0.62,0.0,0.0,0.62,0.0,0.0,neither
41fpqk2h,3,2,0.001,1,1,0.302,0.302,0.0,0.0,0.302,0.0,0.023,neither
41fpqk2h,3,2,0.001,1,2,0.302,0.302,0.0,0.0,0.302,0.0,0.021,neither
41fpqk2h,3,2,0.001,2,1,0.302,0.302,0.0,0.0,0.302,0.0,0.0,neither
41fpqk2h,3,2,0.001,2,2,0.302,0.302,0.0,0.0,0.302,0.0,0.0,neither
41fpqk2h,3,2,0.001,3,1,0.302,0.302,0.0,0.0,0.302,0.0,0.0,neither
41fpqk2h,3,2,0.001,3,2,0.302,0.302,0.0,0.0,0.302,0.0,0.0,neither
wivclugf,3,2,0.0,1,1,1.0,0.999,-0.0010000000000000009,-0.0010000000000000009,1.0,0.0130000002682209,0.0,neither
wivclugf,3,2,0.0,1,2,1.0,0.998,-0.0020000000000000018,-0.0020000000000000018,1.0,0.0160000007599592,0.003,neither
wivclugf,3,2,0.0,2,1,1.0,0.991,-0.009000000000000008,-0.009000000000000008,1.0,0.0,0.998,violation-detecting
wivclugf,3,2,0.0,2,2,1.0,0.615,-0.385,-0.401,1.0,0.0,0.997,violation-detecting
wivclugf,3,2,0.0,3,1,1.0,1.0,0.0,0.0,1.0,0.0,0.996,violation-detecting
wivclugf,3,2,0.0,3,2,1.0,1.0,0.0,0.0,1.0,0.0,0.979,violation-detecting
i1fai8k7,3,2,0.01,1,1,0.0,0.0,0.0,0.0,0.0,0.0020000000949949,0.0,neither
i1fai8k7,3,2,0.01,1,2,0.0,0.0,0.0,0.0,0.0,0.0010000000474974,0.0,neither
i1fai8k7,3,2,0.01,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
i1fai8k7,3,2,0.01,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
i1fai8k7,3,2,0.01,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
i1fai8k7,3,2,0.01,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
tj3rz9yi,3,2,0.001,1,1,0.123,0.123,0.0,0.0,0.123,0.0189999993890523,0.0,neither
tj3rz9yi,3,2,0.001,1,2,0.123,0.123,0.0,0.0,0.123,0.0199999995529651,0.0,neither
tj3rz9yi,3,2,0.001,2,1,0.123,0.123,0.0,0.0,0.123,0.0,0.0,neither
tj3rz9yi,3,2,0.001,2,2,0.123,0.123,0.0,0.0,0.123,0.0,0.0,neither
tj3rz9yi,3,2,0.001,3,1,0.123,0.123,0.0,0.0,0.123,0.0,0.0,neither
tj3rz9yi,3,2,0.001,3,2,0.123,0.123,0.0,0.0,0.123,0.0,0.0,neither
ddeurv7p,3,2,0.0,1,1,0.216,0.197,-0.01899999999999999,-0.03,0.216,0.0,0.007,neither
ddeurv7p,3,2,0.0,1,2,0.216,0.135,-0.08099999999999999,-0.089,0.216,0.0020000000949949,0.008,neither
ddeurv7p,3,2,0.0,2,1,0.216,0.141,-0.07500000000000001,-0.093,0.216,0.0,0.162,neither
ddeurv7p,3,2,0.0,2,2,0.216,0.119,-0.097,-0.118,0.216,0.0,0.164,neither
ddeurv7p,3,2,0.0,3,1,0.216,0.119,-0.097,-0.10099999999999999,0.216,0.0,0.182,neither
ddeurv7p,3,2,0.0,3,2,0.216,0.134,-0.08199999999999999,-0.08299999999999999,0.216,0.0,0.249,neither
hug9xqv0,3,2,0.01,1,1,0.785,0.785,0.0,0.0,0.785,0.0080000003799796,0.0,neither
hug9xqv0,3,2,0.01,1,2,0.785,0.785,0.0,0.0,0.785,0.0,0.0,neither
hug9xqv0,3,2,0.01,2,1,0.785,0.785,0.0,0.0,0.785,0.0,0.0,neither
hug9xqv0,3,2,0.01,2,2,0.785,0.785,0.0,0.0,0.785,0.0,0.0,neither
hug9xqv0,3,2,0.01,3,1,0.785,0.785,0.0,0.0,0.785,0.0,0.0,neither
hug9xqv0,3,2,0.01,3,2,0.785,0.785,0.0,0.0,0.785,0.0,0.0,neither
l2ctl6o0,3,2,0.001,1,1,0.659,0.659,0.0,0.0,0.659,0.0,0.017,neither
l2ctl6o0,3,2,0.001,1,2,0.659,0.659,0.0,0.0,0.659,0.0,0.019,neither
l2ctl6o0,3,2,0.001,2,1,0.659,0.659,0.0,0.0,0.659,0.0,0.0,neither
l2ctl6o0,3,2,0.001,2,2,0.659,0.84,0.18099999999999994,0.18899999999999995,0.659,1.0,0.0,sign-matching
l2ctl6o0,3,2,0.001,3,1,0.659,0.659,0.0,0.0,0.659,0.0,0.0,neither
l2ctl6o0,3,2,0.001,3,2,0.659,0.659,0.0,0.0,0.659,0.0,0.0,neither
b8fq6o8x,3,2,0.0,1,1,0.799,0.784,-0.015000000000000013,-0.015000000000000013,0.799,0.0130000002682209,0.002,neither
b8fq6o8x,3,2,0.0,1,2,0.799,0.79,-0.009000000000000008,-0.008000000000000007,0.799,0.0130000002682209,0.004,neither
b8fq6o8x,3,2,0.0,2,1,0.799,0.784,-0.015000000000000013,-0.0050000000000000044,0.799,0.0010000000474974,0.829,violation-detecting
b8fq6o8x,3,2,0.0,2,2,0.799,0.761,-0.038000000000000034,-0.031000000000000028,0.799,0.0010000000474974,0.89,violation-detecting
b8fq6o8x,3,2,0.0,3,1,0.799,0.785,-0.014000000000000012,-0.014000000000000012,0.799,0.25,0.565,neither
b8fq6o8x,3,2,0.0,3,2,0.799,0.781,-0.018000000000000016,-0.018000000000000016,0.799,0.2899999916553497,0.555,neither
r2prk30x,3,2,0.01,1,1,0.8,0.8,0.0,0.0,0.8,0.0,0.0,neither
r2prk30x,3,2,0.01,1,2,0.8,0.8,0.0,0.0,0.8,0.0,0.0,neither
r2prk30x,3,2,0.01,2,1,0.8,0.8,0.0,0.0,0.8,0.0,0.0,neither
r2prk30x,3,2,0.01,2,2,0.8,0.8,0.0,0.0,0.8,0.0,0.0,neither
r2prk30x,3,2,0.01,3,1,0.8,0.8,0.0,0.0,0.8,0.0,0.0,neither
r2prk30x,3,2,0.01,3,2,0.8,0.8,0.0,0.0,0.8,0.0,0.0,neither
90mhqwro,3,2,0.001,1,1,0.23,0.23,0.0,0.0,0.23,0.0,0.0,neither
90mhqwro,3,2,0.001,1,2,0.23,0.23,0.0,0.0,0.23,0.0,0.0,neither
90mhqwro,3,2,0.001,2,1,0.23,0.23,0.0,0.0,0.23,0.0049999998882412,0.0,neither
90mhqwro,3,2,0.001,2,2,0.23,0.23,0.0,0.0,0.23,0.0049999998882412,0.0,neither
90mhqwro,3,2,0.001,3,1,0.23,0.23,0.0,0.0,0.23,0.0,0.0,neither
90mhqwro,3,2,0.001,3,2,0.23,0.23,0.0,0.0,0.23,0.0,0.0,neither
arfiemsi,3,2,0.0,1,1,0.973,0.974,0.0010000000000000009,0.0,0.973,0.0399999991059303,0.0,neither
arfiemsi,3,2,0.0,1,2,0.973,0.971,-0.0020000000000000018,-0.0020000000000000018,0.973,0.0209999997168779,0.005,neither
arfiemsi,3,2,0.0,2,1,0.973,0.972,-0.0010000000000000009,-0.0010000000000000009,0.973,0.0,0.149,neither
arfiemsi,3,2,0.0,2,2,0.973,0.972,-0.0010000000000000009,-0.0010000000000000009,0.973,0.0,0.224,neither
arfiemsi,3,2,0.0,3,1,0.973,0.933,-0.039999999999999925,-0.040999999999999925,0.973,0.0390000008046627,0.306,neither
arfiemsi,3,2,0.0,3,2,0.973,0.959,-0.014000000000000012,-0.017000000000000015,0.973,0.0610000006854534,0.339,neither
y2egznqp,3,2,0.01,1,1,0.12,0.12,0.0,0.0,0.12,0.0,0.0,neither
y2egznqp,3,2,0.01,1,2,0.12,0.12,0.0,0.0,0.12,0.0,0.0,neither
y2egznqp,3,2,0.01,2,1,0.12,0.12,0.0,0.0,0.12,0.0,0.0,neither
y2egznqp,3,2,0.01,2,2,0.12,0.12,0.0,0.0,0.12,0.0,0.0,neither
y2egznqp,3,2,0.01,3,1,0.12,0.12,0.0,0.0,0.12,0.0,0.0,neither
y2egznqp,3,2,0.01,3,2,0.12,0.12,0.0,0.0,0.12,0.0,0.0,neither
6bue7cn6,3,2,0.001,1,1,0.423,0.424,0.0010000000000000009,0.0010000000000000009,0.423,0.0040000001899898,0.0,neither
6bue7cn6,3,2,0.001,1,2,0.423,0.424,0.0010000000000000009,0.0010000000000000009,0.423,0.0040000001899898,0.0,neither
6bue7cn6,3,2,0.001,2,1,0.423,0.423,0.0,0.0,0.423,0.0,0.0,neither
6bue7cn6,3,2,0.001,2,2,0.423,0.423,0.0,0.0,0.423,0.0,0.0,neither
6bue7cn6,3,2,0.001,3,1,0.423,0.423,0.0,0.0,0.423,0.0,0.0,neither
6bue7cn6,3,2,0.001,3,2,0.423,0.423,0.0,0.0,0.423,0.0,0.0,neither
gkh8ipkk,3,2,0.0,1,1,0.012,0.029,0.017,0.016,0.012,0.0089999996125698,0.009,neither
gkh8ipkk,3,2,0.0,1,2,0.012,0.02,0.008,0.011,0.012,0.0070000002160668,0.008,neither
gkh8ipkk,3,2,0.0,2,1,0.012,0.012,0.0,0.0,0.012,0.0,0.888,violation-detecting
gkh8ipkk,3,2,0.0,2,2,0.012,0.012,0.0,0.0,0.012,0.0,0.911,violation-detecting
gkh8ipkk,3,2,0.0,3,1,0.012,0.009,-0.003000000000000001,0.0,0.012,0.0790000036358833,0.0,neither
gkh8ipkk,3,2,0.0,3,2,0.012,0.007,-0.005,0.0009999999999999992,0.012,0.0799999982118606,0.043,neither
nlsptubu,3,2,0.01,1,1,0.0,0.0,0.0,0.0,0.0,0.0010000000474974,0.0,neither
nlsptubu,3,2,0.01,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
nlsptubu,3,2,0.01,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
nlsptubu,3,2,0.01,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
nlsptubu,3,2,0.01,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
nlsptubu,3,2,0.01,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
v3kmo2e5,3,2,0.001,1,1,0.524,0.534,0.010000000000000009,0.010000000000000009,0.524,0.0040000001899898,0.0,neither
v3kmo2e5,3,2,0.001,1,2,0.524,0.537,0.013000000000000012,0.014000000000000012,0.524,0.0040000001899898,0.0,neither
v3kmo2e5,3,2,0.001,2,1,0.524,0.524,0.0,0.0,0.524,0.0,0.0,neither
v3kmo2e5,3,2,0.001,2,2,0.524,0.524,0.0,0.0,0.524,0.0,0.0,neither
v3kmo2e5,3,2,0.001,3,1,0.524,0.524,0.0,0.0,0.524,0.0,0.0,neither
