id,n_layer,n_head,wd,layer,head,ood_acc,ood_acc_single_mean,delta_mean_single,delta_uniform_single,csv_ood_acc,sign_score,viol_score,head_type
v3kmo2e5,3,2,0.001,3,2,0.524,0.524,0.0,0.0,0.524,0.0,0.0,neither
w861ttrh,3,2,0.0,1,1,0.902,0.905,0.0030000000000000027,-0.014000000000000012,0.902,0.0130000002682209,0.0,neither
w861ttrh,3,2,0.0,1,2,0.902,0.898,-0.0040000000000000036,-0.02300000000000002,0.902,0.0020000000949949,0.012,neither
w861ttrh,3,2,0.0,2,1,0.902,0.868,-0.03400000000000003,-0.031000000000000028,0.902,0.0570000000298023,0.098,neither
w861ttrh,3,2,0.0,2,2,0.902,0.81,-0.09199999999999997,-0.06300000000000006,0.902,0.0469999983906745,0.139,neither
w861ttrh,3,2,0.0,3,1,0.902,0.778,-0.124,-0.13,0.902,0.0509999990463256,0.103,neither
w861ttrh,3,2,0.0,3,2,0.902,0.862,-0.040000000000000036,-0.04200000000000004,0.902,0.0320000015199184,0.122,neither
swnrviiq,3,2,0.01,1,1,0.394,0.394,0.0,0.0,0.394,0.0,0.0,neither
swnrviiq,3,2,0.01,1,2,0.394,0.394,0.0,0.0,0.394,0.0,0.0,neither
swnrviiq,3,2,0.01,2,1,0.394,0.393,-0.0010000000000000009,-0.0020000000000000018,0.394,0.0,0.01,neither
swnrviiq,3,2,0.01,2,2,0.394,0.39,-0.0040000000000000036,-0.0040000000000000036,0.394,0.0,0.01,neither
swnrviiq,3,2,0.01,3,1,0.394,0.394,0.0,0.0,0.394,0.0,0.0,neither
swnrviiq,3,2,0.01,3,2,0.394,0.394,0.0,0.0,0.394,0.0,0.0,neither
do9cszj0,3,2,0.001,1,1,0.013,0.013,0.0,0.0,0.013,0.0,0.0,neither
do9cszj0,3,2,0.001,1,2,0.013,0.013,0.0,0.0,0.013,0.0,0.0,neither
do9cszj0,3,2,0.001,2,1,0.013,0.013,0.0,0.0,0.013,0.0,0.007,neither
do9cszj0,3,2,0.001,2,2,0.013,0.013,0.0,0.0,0.013,0.0,0.007,neither
do9cszj0,3,2,0.001,3,1,0.013,0.013,0.0,0.0,0.013,0.0,0.0,neither
do9cszj0,3,2,0.001,3,2,0.013,0.013,0.0,0.0,0.013,0.0,0.0,neither
o5k5uju3,3,2,0.0,1,1,0.481,0.484,0.0030000000000000027,0.0050000000000000044,0.481,0.0179999992251396,0.003,neither
o5k5uju3,3,2,0.0,1,2,0.481,0.49,0.009000000000000008,0.009000000000000008,0.481,0.0089999996125698,0.007,neither
o5k5uju3,3,2,0.0,2,1,0.481,0.461,-0.019999999999999962,-0.019999999999999962,0.481,0.0,0.0,neither
o5k5uju3,3,2,0.0,2,2,0.481,0.456,-0.024999999999999967,-0.020999999999999963,0.481,0.0,0.002,neither
o5k5uju3,3,2,0.0,3,1,0.481,0.495,0.014000000000000012,0.01200000000000001,0.481,0.1550000011920929,0.032,neither
o5k5uju3,3,2,0.0,3,2,0.481,0.474,-0.007000000000000006,-0.012999999999999956,0.481,0.0,0.255,neither
pnkimtdo,3,2,0.01,1,1,0.001,0.001,0.0,0.0,0.001,0.0,0.0,neither
pnkimtdo,3,2,0.01,1,2,0.001,0.001,0.0,0.0,0.001,0.0,0.0,neither
pnkimtdo,3,2,0.01,2,1,0.001,0.001,0.0,0.0,0.001,0.0,0.0,neither
pnkimtdo,3,2,0.01,2,2,0.001,0.001,0.0,0.0,0.001,0.0,0.0,neither
pnkimtdo,3,2,0.01,3,1,0.001,0.001,0.0,0.0,0.001,0.0,0.0,neither
pnkimtdo,3,2,0.01,3,2,0.001,0.001,0.0,0.0,0.001,0.0,0.0,neither
bwzwa2ri,3,2,0.001,1,1,0.011,0.011,0.0,0.0,0.011,0.0,0.0,neither
bwzwa2ri,3,2,0.001,1,2,0.011,0.011,0.0,0.0,0.011,0.0,0.0,neither
bwzwa2ri,3,2,0.001,2,1,0.011,0.011,0.0,0.0,0.011,0.0,0.006,neither
bwzwa2ri,3,2,0.001,2,2,0.011,0.011,0.0,0.0,0.011,0.0,0.009,neither
bwzwa2ri,3,2,0.001,3,1,0.011,0.011,0.0,0.0,0.011,0.0,0.0,neither
bwzwa2ri,3,2,0.001,3,2,0.011,0.011,0.0,0.0,0.011,0.0,0.0,neither
chw1zyll,3,2,0.0,1,1,0.471,0.47,-0.0010000000000000009,-0.0010000000000000009,0.471,0.0089999996125698,0.0,neither
chw1zyll,3,2,0.0,1,2,0.471,0.47,-0.0010000000000000009,0.0,0.471,0.0219999998807907,0.0,neither
chw1zyll,3,2,0.0,2,1,0.471,0.504,0.03300000000000003,0.029000000000000026,0.471,0.0010000000474974,0.001,neither
chw1zyll,3,2,0.0,2,2,0.471,0.493,0.02200000000000002,0.02400000000000002,0.471,0.0,0.02,neither
chw1zyll,3,2,0.0,3,1,0.471,0.492,0.02100000000000002,0.014000000000000012,0.471,0.0,0.352,neither
chw1zyll,3,2,0.0,3,2,0.471,0.453,-0.01799999999999996,-0.01799999999999996,0.471,0.0,0.444,neither
j7uo5a1h,3,2,0.01,1,1,0.022,0.022,0.0,0.0,0.022,0.0,0.0,neither
j7uo5a1h,3,2,0.01,1,2,0.022,0.022,0.0,0.0,0.022,0.0,0.0,neither
j7uo5a1h,3,2,0.01,2,1,0.022,0.022,0.0,0.0,0.022,0.0,0.0,neither
j7uo5a1h,3,2,0.01,2,2,0.022,0.022,0.0,0.0,0.022,0.0,0.0,neither
j7uo5a1h,3,2,0.01,3,1,0.022,0.022,0.0,0.0,0.022,0.0,0.0,neither
j7uo5a1h,3,2,0.01,3,2,0.022,0.022,0.0,0.0,0.022,0.0,0.0,neither
2f2f9msd,3,2,0.001,1,1,0.006,0.006,0.0,0.0,0.006,0.0,0.0,neither
2f2f9msd,3,2,0.001,1,2,0.006,0.006,0.0,0.0,0.006,0.0,0.0,neither
2f2f9msd,3,2,0.001,2,1,0.006,0.006,0.0,0.0,0.006,0.0209999997168779,0.0,neither
2f2f9msd,3,2,0.001,2,2,0.006,0.006,0.0,0.0,0.006,0.0149999996647238,0.0,neither
2f2f9msd,3,2,0.001,3,1,0.006,0.006,0.0,0.0,0.006,0.0,0.0,neither
2f2f9msd,3,2,0.001,3,2,0.006,0.006,0.0,0.0,0.006,0.0,0.0,neither
h7bcvji2,3,2,0.0,1,1,0.379,0.418,0.03899999999999998,0.03999999999999998,0.379,0.0379999987781047,0.0,neither
h7bcvji2,3,2,0.0,1,2,0.379,0.385,0.006000000000000005,0.007000000000000006,0.379,0.0370000004768371,0.0,neither
h7bcvji2,3,2,0.0,2,1,0.379,0.456,0.07700000000000001,0.08800000000000002,0.379,0.0,0.019,neither
h7bcvji2,3,2,0.0,2,2,0.379,0.474,0.09499999999999997,0.09999999999999998,0.379,0.0040000001899898,0.049,neither
h7bcvji2,3,2,0.0,3,1,0.379,0.29,-0.08900000000000002,-0.09300000000000003,0.379,0.0,0.84,violation-detecting
h7bcvji2,3,2,0.0,3,2,0.379,0.299,-0.08000000000000002,-0.08100000000000002,0.379,0.0,0.998,violation-detecting
um4cmmf1,1,4,0.01,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
um4cmmf1,1,4,0.01,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
um4cmmf1,1,4,0.01,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
um4cmmf1,1,4,0.01,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
goc62qyr,1,4,0.001,1,1,0.001,0.001,0.0,0.0,0.001,0.0,0.013,neither
goc62qyr,1,4,0.001,1,2,0.001,0.001,0.0,0.0,0.001,0.0,0.017,neither
goc62qyr,1,4,0.001,1,3,0.001,0.001,0.0,0.0,0.001,0.0,0.0,neither
goc62qyr,1,4,0.001,1,4,0.001,0.001,0.0,0.0,0.001,0.0,0.0,neither
p9fz29xa,1,4,0.0,1,1,0.553,0.553,0.0,0.0,0.553,0.0080000003799796,0.023,neither
p9fz29xa,1,4,0.0,1,2,0.553,0.552,-0.0010000000000000009,-0.0010000000000000009,0.553,0.0179999992251396,0.006,neither
p9fz29xa,1,4,0.0,1,3,0.553,0.553,0.0,0.0,0.553,0.0049999998882412,0.013,neither
p9fz29xa,1,4,0.0,1,4,0.553,0.0,-0.553,-0.553,0.553,0.0,0.038,neither
h0eok57w,1,4,0.01,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
h0eok57w,1,4,0.01,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
h0eok57w,1,4,0.01,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
h0eok57w,1,4,0.01,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
9ozgikjp,1,4,0.001,1,1,0.0,0.0,0.0,0.0,0.0,0.0469999983906745,0.0,neither
9ozgikjp,1,4,0.001,1,2,0.0,0.0,0.0,0.0,0.0,0.0460000000894069,0.0,neither
9ozgikjp,1,4,0.001,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
9ozgikjp,1,4,0.001,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
d7o72flz,1,4,0.0,1,1,0.257,0.25,-0.007000000000000006,-0.008000000000000007,0.257,0.0,0.032,neither
d7o72flz,1,4,0.0,1,2,0.257,0.266,0.009000000000000008,0.02100000000000002,0.257,0.0040000001899898,0.04,neither
d7o72flz,1,4,0.0,1,3,0.257,0.227,-0.03,-0.028999999999999998,0.257,0.0010000000474974,0.016,neither
d7o72flz,1,4,0.0,1,4,0.257,0.0,-0.257,-0.257,0.257,0.0,0.022,neither
ugjbngbx,1,4,0.01,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
ugjbngbx,1,4,0.01,1,2,0.0,0.0,0.0,0.0,0.0,0.0049999998882412,0.0,neither
ugjbngbx,1,4,0.01,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
ugjbngbx,1,4,0.01,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
7ylxxg1m,1,4,0.001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
7ylxxg1m,1,4,0.001,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
7ylxxg1m,1,4,0.001,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
7ylxxg1m,1,4,0.001,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
zeljyiyz,1,4,0.0,1,1,0.303,0.293,-0.010000000000000009,-0.01200000000000001,0.303,0.0049999998882412,0.033,neither
zeljyiyz,1,4,0.0,1,2,0.303,0.278,-0.024999999999999967,-0.021999999999999964,0.303,0.0359999984502792,0.004,neither
zeljyiyz,1,4,0.0,1,3,0.303,0.001,-0.302,-0.303,0.303,0.0,0.044,neither
zeljyiyz,1,4,0.0,1,4,0.303,0.303,0.0,0.0,0.303,0.0199999995529651,0.002,neither
k1fw2exp,1,4,0.01,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
k1fw2exp,1,4,0.01,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
k1fw2exp,1,4,0.01,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
k1fw2exp,1,4,0.01,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
cqldm784,1,4,0.001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
cqldm784,1,4,0.001,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.004,neither
cqldm784,1,4,0.001,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
cqldm784,1,4,0.001,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.005,neither
p2chsvxk,1,4,0.0,1,1,0.541,0.521,-0.020000000000000018,-0.02100000000000002,0.541,0.0439999997615814,0.0,neither
p2chsvxk,1,4,0.0,1,2,0.541,0.534,-0.007000000000000006,-0.009000000000000008,0.541,0.0439999997615814,0.005,neither
p2chsvxk,1,4,0.0,1,3,0.541,0.001,-0.54,-0.541,0.541,0.0,0.037,neither
p2chsvxk,1,4,0.0,1,4,0.541,0.537,-0.0040000000000000036,-0.006000000000000005,0.541,0.0270000007003545,0.0,neither
yfq7d3j8,1,4,0.01,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.004,neither
yfq7d3j8,1,4,0.01,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
yfq7d3j8,1,4,0.01,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
yfq7d3j8,1,4,0.01,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
o5pg5z8t,1,4,0.001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
o5pg5z8t,1,4,0.001,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.003,neither
o5pg5z8t,1,4,0.001,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
o5pg5z8t,1,4,0.001,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
fzy0lmi0,1,4,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0160000007599592,0.021,neither
fzy0lmi0,1,4,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0010000000474974,0.02,neither
fzy0lmi0,1,4,0.0,1,3,0.0,0.0,0.0,0.0,0.0,0.006000000052154,0.024,neither
fzy0lmi0,1,4,0.0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.036,neither
tzgfcrqb,1,4,0.01,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
tzgfcrqb,1,4,0.01,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
tzgfcrqb,1,4,0.01,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
tzgfcrqb,1,4,0.01,1,4,0.0,0.0,0.0,0.0,0.0,0.0130000002682209,0.0,neither
wtrxyd54,1,4,0.001,1,1,0.0,0.0,0.0,0.0,0.0,0.0130000002682209,0.0,neither
wtrxyd54,1,4,0.001,1,2,0.0,0.0,0.0,0.0,0.0,0.0089999996125698,0.0,neither
wtrxyd54,1,4,0.001,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
wtrxyd54,1,4,0.001,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
lo79bxlk,1,4,0.0,1,1,0.554,0.558,0.0040000000000000036,0.0010000000000000009,0.554,0.0270000007003545,0.003,neither
lo79bxlk,1,4,0.0,1,2,0.554,0.554,0.0,0.0,0.554,0.0240000002086162,0.001,neither
lo79bxlk,1,4,0.0,1,3,0.554,0.0,-0.554,-0.554,0.554,0.0,0.024,neither
lo79bxlk,1,4,0.0,1,4,0.554,0.554,0.0,0.0,0.554,0.0070000002160668,0.005,neither
fexunldd,1,4,0.01,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
fexunldd,1,4,0.01,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
fexunldd,1,4,0.01,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
fexunldd,1,4,0.01,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
c59i4zqy,1,4,0.001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
c59i4zqy,1,4,0.001,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.001,neither
c59i4zqy,1,4,0.001,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
c59i4zqy,1,4,0.001,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
x1jm6aa4,1,4,0.0,1,1,0.002,0.002,0.0,0.0,0.002,0.0049999998882412,0.007,neither
x1jm6aa4,1,4,0.0,1,2,0.002,0.002,0.0,0.0,0.002,0.003000000026077,0.037,neither
x1jm6aa4,1,4,0.0,1,3,0.002,0.002,0.0,-0.001,0.002,0.0120000001043081,0.017,neither
x1jm6aa4,1,4,0.0,1,4,0.002,0.0,-0.002,-0.002,0.002,0.0,0.022,neither
u2fj6qvp,1,4,0.01,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
u2fj6qvp,1,4,0.01,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
u2fj6qvp,1,4,0.01,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
u2fj6qvp,1,4,0.01,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
u6ff2wng,1,4,0.001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
u6ff2wng,1,4,0.001,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
u6ff2wng,1,4,0.001,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
u6ff2wng,1,4,0.001,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
0pxqvyri,1,4,0.0,1,1,0.554,0.554,0.0,0.0,0.554,0.0020000000949949,0.003,neither
0pxqvyri,1,4,0.0,1,2,0.554,0.554,0.0,0.0,0.554,0.0099999997764825,0.021,neither
0pxqvyri,1,4,0.0,1,3,0.554,0.554,0.0,0.0,0.554,0.0010000000474974,0.018,neither
0pxqvyri,1,4,0.0,1,4,0.554,0.0,-0.554,-0.554,0.554,0.0,0.027,neither
51v3r83l,1,4,0.01,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
51v3r83l,1,4,0.01,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
51v3r83l,1,4,0.01,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
51v3r83l,1,4,0.01,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
i4dirjr2,1,4,0.001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
i4dirjr2,1,4,0.001,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
i4dirjr2,1,4,0.001,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
i4dirjr2,1,4,0.001,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
2cql0822,1,4,0.0,1,1,0.554,0.554,0.0,0.0,0.554,0.0189999993890523,0.002,neither
2cql0822,1,4,0.0,1,2,0.554,0.554,0.0,0.0,0.554,0.0,0.042,neither
2cql0822,1,4,0.0,1,3,0.554,0.554,0.0,0.0,0.554,0.0280000008642673,0.003,neither
2cql0822,1,4,0.0,1,4,0.554,0.005,-0.549,-0.552,0.554,0.0,0.028,neither
jxaz4p4b,1,4,0.01,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
jxaz4p4b,1,4,0.01,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
jxaz4p4b,1,4,0.01,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
jxaz4p4b,1,4,0.01,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
5598sc1p,1,4,0.001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.025,neither
5598sc1p,1,4,0.001,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
5598sc1p,1,4,0.001,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
5598sc1p,1,4,0.001,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.025,neither
i1yztosx,1,4,0.0,1,1,0.311,0.292,-0.019000000000000017,-0.018000000000000016,0.311,0.0149999996647238,0.007,neither
i1yztosx,1,4,0.0,1,2,0.311,0.31,-0.0010000000000000009,-0.0010000000000000009,0.311,0.0099999997764825,0.021,neither
i1yztosx,1,4,0.0,1,3,0.311,0.002,-0.309,-0.309,0.311,0.0,0.037,neither
i1yztosx,1,4,0.0,1,4,0.311,0.325,0.014000000000000012,0.019000000000000017,0.311,0.006000000052154,0.009,neither
blsr6i4l,1,4,0.01,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
blsr6i4l,1,4,0.01,1,2,0.0,0.0,0.0,0.0,0.0,0.0010000000474974,0.0,neither
blsr6i4l,1,4,0.01,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
blsr6i4l,1,4,0.01,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
ylsmfxag,1,4,0.001,1,1,0.0,0.0,0.0,0.0,0.0,0.0170000009238719,0.0,neither
ylsmfxag,1,4,0.001,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
ylsmfxag,1,4,0.001,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
ylsmfxag,1,4,0.001,1,4,0.0,0.0,0.0,0.0,0.0,0.0170000009238719,0.0,neither
k6de7m68,1,4,0.0,1,1,0.538,0.517,-0.02100000000000002,-0.02300000000000002,0.538,0.0020000000949949,0.008,neither
k6de7m68,1,4,0.0,1,2,0.538,0.528,-0.010000000000000009,-0.010000000000000009,0.538,0.0,0.038,neither
k6de7m68,1,4,0.0,1,3,0.538,0.0,-0.538,-0.538,0.538,0.0,0.036,neither
k6de7m68,1,4,0.0,1,4,0.538,0.543,0.0050000000000000044,0.0030000000000000027,0.538,0.0149999996647238,0.005,neither
qfd7tbtr,1,4,0.01,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
qfd7tbtr,1,4,0.01,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
qfd7tbtr,1,4,0.01,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
qfd7tbtr,1,4,0.01,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
93q8wi7a,1,4,0.001,1,1,0.0,0.0,0.0,0.0,0.0,0.0130000002682209,0.0,neither
93q8wi7a,1,4,0.001,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
93q8wi7a,1,4,0.001,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
93q8wi7a,1,4,0.001,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
1rrygbco,1,4,0.0,1,1,0.391,0.397,0.006000000000000005,0.0,0.391,0.0109999999403953,0.011,neither
1rrygbco,1,4,0.0,1,2,0.391,0.389,-0.0020000000000000018,-0.0030000000000000027,0.391,0.0010000000474974,0.007,neither
1rrygbco,1,4,0.0,1,3,0.391,0.043,-0.34800000000000003,-0.356,0.391,0.0,0.028,neither
1rrygbco,1,4,0.0,1,4,0.391,0.138,-0.253,-0.24100000000000002,0.391,0.0590000003576278,0.004,neither
uuakiv3r,1,4,0.01,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
uuakiv3r,1,4,0.01,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
uuakiv3r,1,4,0.01,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
uuakiv3r,1,4,0.01,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
g1nv3br2,1,4,0.001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
g1nv3br2,1,4,0.001,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
g1nv3br2,1,4,0.001,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
g1nv3br2,1,4,0.001,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
yor640k7,1,4,0.0,1,1,0.51,0.518,0.008000000000000007,0.0050000000000000044,0.51,0.006000000052154,0.034,neither
yor640k7,1,4,0.0,1,2,0.51,0.508,-0.0020000000000000018,-0.0020000000000000018,0.51,0.0209999997168779,0.004,neither
yor640k7,1,4,0.0,1,3,0.51,0.475,-0.03500000000000003,-0.038000000000000034,0.51,0.0,0.026,neither
yor640k7,1,4,0.0,1,4,0.51,0.0,-0.51,-0.51,0.51,0.0,0.029,neither
j4ex603s,1,4,0.01,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
j4ex603s,1,4,0.01,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
j4ex603s,1,4,0.01,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
j4ex603s,1,4,0.01,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
pbi3va8j,1,4,0.001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.015,neither
pbi3va8j,1,4,0.001,1,2,0.0,0.0,0.0,0.0,0.0,0.0160000007599592,0.0,neither
pbi3va8j,1,4,0.001,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
pbi3va8j,1,4,0.001,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
4lxymwdy,1,4,0.0,1,1,0.554,0.559,0.0050000000000000044,0.0050000000000000044,0.554,0.0,0.054,neither
4lxymwdy,1,4,0.0,1,2,0.554,0.554,0.0,0.0010000000000000009,0.554,0.0089999996125698,0.003,neither
4lxymwdy,1,4,0.0,1,3,0.554,0.554,0.0,0.0,0.554,0.0399999991059303,0.0,neither
4lxymwdy,1,4,0.0,1,4,0.554,0.0,-0.554,-0.554,0.554,0.0,0.035,neither
jm3aixw6,1,4,0.01,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
jm3aixw6,1,4,0.01,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
jm3aixw6,1,4,0.01,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
jm3aixw6,1,4,0.01,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
k3o9dk0f,1,4,0.001,1,1,0.0,0.0,0.0,0.0,0.0,0.0049999998882412,0.029,neither
k3o9dk0f,1,4,0.001,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
k3o9dk0f,1,4,0.001,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
k3o9dk0f,1,4,0.001,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither
jr8sjtj3,1,4,0.0,1,1,0.18,0.223,0.04300000000000001,0.047000000000000014,0.18,0.0020000000949949,0.039,neither
jr8sjtj3,1,4,0.0,1,2,0.18,0.175,-0.0050000000000000044,-0.007000000000000006,0.18,0.0260000005364418,0.003,neither
jr8sjtj3,1,4,0.0,1,3,0.18,0.2,0.020000000000000018,0.02200000000000002,0.18,0.0010000000474974,0.02,neither
jr8sjtj3,1,4,0.0,1,4,0.18,0.0,-0.18,-0.18,0.18,0.0,0.031,neither
5d921tux,2,4,0.01,1,1,0.898,0.898,0.0,0.0,0.898,0.0149999996647238,0.0,neither
5d921tux,2,4,0.01,1,2,0.898,0.898,0.0,0.0,0.898,0.0140000004321336,0.0,neither
5d921tux,2,4,0.01,1,3,0.898,0.898,0.0,0.0,0.898,0.0130000002682209,0.0,neither
5d921tux,2,4,0.01,1,4,0.898,0.898,0.0,0.0,0.898,0.0040000001899898,0.0,neither
5d921tux,2,4,0.01,2,1,0.898,0.912,0.014000000000000012,0.01200000000000001,0.898,0.6919999718666077,0.308,neither
5d921tux,2,4,0.01,2,2,0.898,0.898,0.0,0.0,0.898,0.0,0.0,neither
5d921tux,2,4,0.01,2,3,0.898,0.898,0.0,0.0,0.898,0.0,0.0,neither
5d921tux,2,4,0.01,2,4,0.898,0.898,0.0,0.0,0.898,0.0,0.0,neither
zwaasut2,2,4,0.001,1,1,0.821,0.82,-0.0010000000000000009,-0.0010000000000000009,0.821,0.0,0.005,neither
zwaasut2,2,4,0.001,1,2,0.821,0.82,-0.0010000000000000009,-0.0010000000000000009,0.821,0.0,0.003,neither
zwaasut2,2,4,0.001,1,3,0.821,0.82,-0.0010000000000000009,-0.0010000000000000009,0.821,0.0,0.0,neither
zwaasut2,2,4,0.001,1,4,0.821,0.82,-0.0010000000000000009,-0.0010000000000000009,0.821,0.0,0.002,neither
